"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Bridget Jones: The Edge of Reason",2004,108,7e+07,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Brigham City",2001,119,1e+06,7.1,405,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Bright Young Things",2003,105,-1,6.8,621,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Bring It On",2000,98,1e+07,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bring Me the Head of Mavis Davis",1997,100,-1,4.9,161,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Bringing Down the House",2003,105,3.5e+07,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bringing Out the Dead",1999,121,3.2e+07,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Broadcast Bombshells",1995,84,-1,3,52,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Brokedown Palace",1999,100,-1,6.1,4321,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Broken Arrow",1996,108,6.5e+07,5.7,14415,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Broken English",1996,92,-1,6.5,299,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Broken Vessels",1998,90,6e+05,6.1,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Brooklyn Babylon",2001,89,-1,5.6,75,4.5,0,4.5,4.5,14.5,14.5,14.5,4.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Brooklyn Bound",2004,90,70000,4.2,30,4.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,64.5,"R",0,0,0,1,0,0,0
"Brooklyn Sonnet",2000,95,-1,5.9,25,4.5,0,0,14.5,14.5,24.5,24.5,0,0,24.5,"R",1,0,0,1,0,0,0
"Brother",2000,114,1.2e+07,7.1,4322,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Brother John",1971,95,-1,6.4,66,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Brother from Another Planet, The",1984,106,3e+05,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Brother's Kiss, A",1997,92,-1,6.3,102,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Brotherhood, The",1968,96,-1,5.6,106,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Brothers McMullen, The",1995,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Brown Sugar",2002,109,8e+06,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Brown's Requiem",1998,104,-1,5.7,303,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bruce Almighty",2003,101,8.1e+07,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Bruno",2000,108,1e+07,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,0,0
"Brylcreem Boys, The",1998,106,6e+06,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Bubba Ho-tep",2002,92,1e+06,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Bubble Boy",2001,84,1.3e+07,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Buck Naked Arson",2001,85,-1,6.5,38,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,4.5,34.5,"R",0,0,1,1,0,0,0
"Buck and the Magic Bracelet",1999,99,-1,2,8,45.5,14.5,14.5,14.5,0,0,0,0,0,14.5,"PG-13",1,0,0,0,0,0,0
"Buddy",1997,84,-1,4.6,458,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,0,1,0,0,0
"Buddy Boy",1999,105,-1,5.6,106,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Buffalo '66",1998,110,1500000,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Buffalo Soldiers",2001,98,1.5e+07,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Bug Buster",1998,93,8500000,2.9,268,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Bug Off!",2001,84,-1,3.2,37,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Bulletproof",1996,84,-1,5.4,3613,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Bulletproof Monk",2003,104,5.2e+07,5.2,5405,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Bullfighter",2000,90,-1,2.7,58,34.5,14.5,14.5,4.5,4.5,4.5,0,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bully",2001,113,-1,7,4913,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bumblebee Flies Anyway, The",1999,96,-1,6.1,604,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Bunker, The",2001,92,-1,5.4,927,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bure baruta",1998,102,-1,7.5,620,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Burial Society, The",2002,94,1500000,6.5,52,4.5,4.5,4.5,0,4.5,24.5,24.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Bush's Brain",2004,80,-1,6.8,264,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,0,1,0,0
"Business Affair, A",1994,98,-1,5.2,131,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Business of Strangers, The",2001,84,-1,6.4,1458,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Busted",1996,93,-1,3,196,45.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Butter",1998,101,-1,2.9,83,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Butterfly Effect, The",2004,120,1.3e+07,7.6,22975,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Buying the Cow",2002,88,-1,5.6,936,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Bye Bye, Love",1995,106,-1,5.8,1420,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"C'era una volta il West",1968,158,5e+06,8.7,17241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",0,0,0,1,0,0,0
